연립다세대,지역코드,법정동,지번,건축년도,층,전용면적,년,월,일,보증금액,월세금액,계약구분,계약기간,갱신요구권사용,종전계약보증금,종전계약월세,위도,경도,가까운역,가까운역과의 거리
ELOI,11200,성수동1가,244-4,2006,3.0,26.83,2019,6,12,9000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(461-0),11200,성수동1가,461,2006,5.0,50.84,2019,6,14,18000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(317-0),11200,성수동1가,317,2006,4.0,48.95,2019,6,17,18000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
현대골드타운1동,11200,성수동1가,656-1825,1992,2.0,54.28,2019,6,20,4000,85,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲(668-114),11200,성수동1가,668-114,2007,2.0,77.16,2019,6,21,36600,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
위더스하임Ⅰ,11200,성수동1가,33-70,2015,5.0,26.98,2019,6,24,21500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
부용연립(656-1264),11200,성수동1가,656-1264,1981,1.0,57.32,2019,6,29,300,25,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
공영연립,11200,성수동1가,656-243,1979,1.0,79.97,2019,6,29,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
다솜가,11200,성수동1가,685-251,2001,2.0,25.67,2019,7,6,11000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(330-1),11200,성수동1가,330-1,2006,3.0,19.06,2019,7,6,5000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-1204),11200,성수동1가,656-1204,2012,4.0,29.72,2019,7,6,17000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
공영연립,11200,성수동1가,656-243,1979,1.0,73.42,2019,7,7,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
리버그린(261-0),11200,성수동1가,261,2006,2.0,54.05,2019,7,8,17000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
위더스하임Ⅱ,11200,성수동1가,33-78,2015,2.0,27.04,2019,7,11,23000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-127),11200,성수동1가,656-127,2008,4.0,49.67,2019,7,11,17000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
에이하우스,11200,성수동1가,656-700,2012,3.0,16.81,2019,7,13,10000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
포레스트사이드,11200,성수동1가,685-296,2019,5.0,29.97,2019,7,20,7000,70,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
포레스트사이드,11200,성수동1가,685-296,2019,7.0,29.97,2019,7,22,10000,70,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-576),11200,성수동1가,656-576,1997,1.0,32.57,2019,7,24,13000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲(35-2),11200,성수동1가,35-2,2007,2.0,84.75,2019,7,24,29000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수리치빌A동,11200,성수동1가,656-572,2016,5.0,16.9,2019,7,27,13000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수리치빌A동,11200,성수동1가,656-572,2016,5.0,16.9,2019,7,27,13000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
현대골드타운2동,11200,성수동1가,656-1824,1992,4.0,54.59,2019,8,1,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
해피하우스,11200,성수동1가,656-972,2011,2.0,14.08,2019,8,5,1000,45,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
부용연립(656-1267),11200,성수동1가,656-1267,1980,2.0,52.03,2019,8,12,14000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
프라임27A,11200,성수동1가,656-399,2015,3.0,29.21,2019,8,13,22000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
정주베스트빌,11200,성수동1가,325,2006,3.0,66.08,2019,8,13,21000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-1204),11200,성수동1가,656-1204,2012,3.0,28.96,2019,8,15,2000,70,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동원빌라,11200,성수동1가,685-252,1986,2.0,49.92,2019,8,16,23000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
공영연립,11200,성수동1가,656-243,1979,2.0,63.74,2019,8,23,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
신성연립,11200,성수동1가,685-260,1978,2.0,81.22,2019,8,24,1950,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-1583),11200,성수동1가,656-1583,1979,2.0,98.18,2019,8,27,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
신성연립,11200,성수동1가,685-260,1978,1.0,81.22,2019,8,27,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
그레이스힐,11200,성수동1가,656-1106,2012,4.0,16.49,2019,8,29,9500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
하나빌,11200,성수동1가,685-196,2003,2.0,71.92,2019,8,29,35000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
진흥로얄빌라A동,11200,성수동1가,236-1,1991,2.0,42.57,2019,8,29,13000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(410-11),11200,성수동1가,410-11,2006,2.0,39.6,2019,8,29,12500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-143),11200,성수동1가,13-143,2019,2.0,27.08,2019,9,2,2000,70,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
민락맨션,11200,성수동1가,656-1576,1983,2.0,48.69,2019,9,5,7000,20,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
대성하이츠빌라,11200,성수동1가,668-2,1990,1.0,68.5,2019,9,5,33000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
그레이스힐,11200,성수동1가,656-1106,2012,2.0,16.49,2019,9,5,1000,45,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
아키빌,11200,성수동1가,33-31,2002,3.0,75.22,2019,9,6,300,20,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수동주택,11200,성수동1가,159-2,2006,1.0,19.8,2019,9,7,8000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-771),11200,성수동1가,656-771,2003,5.0,46.66,2019,9,9,18900,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수리치빌A동,11200,성수동1가,656-572,2016,6.0,16.9,2019,9,9,13500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
자양빌라,11200,성수동1가,656-329,1987,2.0,67.35,2019,9,17,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲파크뷰,11200,성수동1가,413-1,2006,3.0,86.03,2019,9,18,28000,10,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-373),11200,성수동1가,656-373,2012,6.0,12.0,2019,9,20,7000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
영동주택,11200,성수동1가,656-319,1990,3.0,36.42,2019,9,20,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
베스트하우스,11200,성수동1가,656-1080,2017,5.0,28.425,2019,9,24,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동현빌라,11200,성수동1가,160-1,2006,2.0,24.59,2019,9,27,9000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-140),11200,성수동1가,13-140,2012,3.0,33.61,2019,9,28,19500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
해피하우스,11200,성수동1가,656-972,2011,5.0,14.08,2019,9,28,1000,45,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
그레이스힐,11200,성수동1가,656-1106,2012,4.0,15.17,2019,9,28,12000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동광궁전그린빌C,11200,성수동1가,33-6,2003,2.0,75.6,2019,9,30,23000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
대성하이츠빌라,11200,성수동1가,668-2,1990,3.0,68.5,2019,9,30,100,10,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동광궁전그린빌C,11200,성수동1가,33-6,2003,2.0,75.6,2019,10,2,23000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
부용연립(656-1267),11200,성수동1가,656-1267,1980,1.0,52.03,2019,10,3,13000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲1차빌라,11200,성수동1가,332,2006,2.0,57.08,2019,10,8,22000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
에이하우스,11200,성수동1가,656-700,2012,4.0,14.6,2019,10,9,2000,40,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
그린홈타운A,11200,성수동1가,300,2006,3.0,46.96,2019,10,9,18000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
영동주택(656-1806),11200,성수동1가,656-1806,1990,2.0,36.48,2019,10,10,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
왕조빌라,11200,성수동1가,131,1993,2.0,36.36,2019,10,10,15000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뚝섬리치빌B동,11200,성수동1가,656-1040,2017,5.0,14.13,2019,10,11,1000,60,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
다솜가,11200,성수동1가,685-251,2001,2.0,31.46,2019,10,12,12500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
보덕다세대,11200,성수동1가,685-314,2003,2.0,41.02,2019,10,14,5000,50,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뉴캐슬빌2,11200,성수동1가,331,2006,5.0,48.22,2019,10,14,10000,35,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
플러스하우스,11200,성수동1가,14-67,2007,2.0,47.04,2019,10,14,19000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
푸른하늘주택,11200,성수동1가,671-276,1993,-1.0,29.82,2019,10,16,6000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동원빌라,11200,성수동1가,685-252,1986,3.0,54.36,2019,10,17,5000,60,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
상록연립,11200,성수동1가,374-1,1978,1.0,60.93,2019,10,18,15000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(45-2),11200,성수동1가,45-2,2006,4.0,26.88,2019,10,19,12000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뉴캐슬빌2,11200,성수동1가,331,2006,5.0,35.89,2019,10,19,12000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
대성하이츠빌라,11200,성수동1가,668-2,1990,2.0,68.5,2019,10,20,34000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
해피하우스,11200,성수동1가,656-972,2011,4.0,14.08,2019,10,20,1000,45,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(410-10),11200,성수동1가,410-10,2007,3.0,71.11,2019,10,22,23000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
강변성수빌라,11200,성수동1가,449-1,1997,4.0,43.74,2019,10,25,200,30,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
은하빌라,11200,성수동1가,190,2006,3.0,44.28,2019,10,26,16000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
정주베스트빌,11200,성수동1가,325,2006,4.0,67.31,2019,10,27,21000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
청운빌라,11200,성수동1가,7-22,2012,3.0,29.73,2019,10,29,6000,50,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동원빌라,11200,성수동1가,685-252,1986,1.0,49.92,2019,10,29,13000,40,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-140),11200,성수동1가,13-140,2012,5.0,29.16,2019,10,30,1000,70,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
주성빌라,11200,성수동1가,410-2,2006,2.0,33.95,2019,10,31,500,55,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(98-2),11200,성수동1가,98-2,1993,3.0,38.2,2019,11,1,3000,35,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(410-8),11200,성수동1가,410-8,2006,3.0,18.0,2019,11,1,500,35,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
수정빌라,11200,성수동1가,370-2,2006,3.0,37.69,2019,11,7,14500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
부용연립(656-1264),11200,성수동1가,656-1264,1981,2.0,48.53,2019,11,8,16000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
신성연립,11200,성수동1가,685-260,1978,1.0,81.22,2019,11,8,47000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수리치빌A동,11200,성수동1가,656-572,2016,5.0,29.99,2019,11,9,24000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
민락맨션,11200,성수동1가,656-1576,1983,1.0,48.69,2019,11,9,15000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
영동주택(656-1806),11200,성수동1가,656-1806,1990,2.0,36.42,2019,11,9,21000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
영동주택(656-1806),11200,성수동1가,656-1806,1990,2.0,36.51,2019,11,12,10000,30,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
영동주택7동,11200,성수동1가,656-1803,1990,2.0,36.51,2019,11,13,19000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-1204),11200,성수동1가,656-1204,2012,4.0,23.05,2019,11,14,13500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수동빌라,11200,성수동1가,433,2006,2.0,45.84,2019,11,23,14000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
영동주택(656-1806),11200,성수동1가,656-1806,1990,3.0,36.48,2019,11,24,5000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
신성연립,11200,성수동1가,685-260,1978,1.0,81.22,2019,11,28,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
대성하이츠빌라,11200,성수동1가,668-2,1990,1.0,68.5,2019,11,29,33000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수빌라(47-0),11200,성수동1가,47,2006,3.0,35.6,2019,12,2,16000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
주성빌라,11200,성수동1가,410-2,2006,2.0,17.67,2019,12,2,7000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수빌라(47-0),11200,성수동1가,47,2006,4.0,24.78,2019,12,4,6000,19,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(98-2),11200,성수동1가,98-2,1993,1.0,23.9,2019,12,5,7000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
엘송빌라,11200,성수동1가,656-1074,2003,5.0,55.3,2019,12,5,24000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
에이하우스,11200,성수동1가,656-700,2012,2.0,16.52,2019,12,6,1000,50,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(394-1),11200,성수동1가,394-1,2007,2.0,87.03,2019,12,7,26200,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(394-1),11200,성수동1가,394-1,2007,2.0,87.03,2019,12,7,28000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
프라임27A,11200,성수동1가,656-399,2015,4.0,28.74,2019,12,9,23000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수타운,11200,성수동1가,72-10,1983,1.0,59.76,2019,12,11,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
위더스하임Ⅰ,11200,성수동1가,33-70,2015,5.0,26.71,2019,12,12,23500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
자양빌라,11200,성수동1가,656-329,1987,3.0,67.35,2019,12,13,35000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
위더스하임Ⅱ,11200,성수동1가,33-78,2015,2.0,20.91,2019,12,13,16000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
유성연립,11200,성수동1가,656-372,1978,1.0,62.31,2019,12,19,18800,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
청호서울숲뜨레피움오피스텔,11200,성수동1가,13-163,2018,7.0,16.38,2019,12,19,19000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(468-4),11200,성수동1가,468-4,2007,2.0,53.53,2019,12,19,19000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뚝섬리치빌B동,11200,성수동1가,656-1040,2017,4.0,26.42,2019,12,21,25200,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
럭키하우스,11200,성수동1가,613-24,2003,3.0,49.64,2019,12,24,26200,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
그린홈타운A,11200,성수동1가,300,2006,3.0,44.22,2019,12,24,17000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
세움연립,11200,성수동1가,357,2006,5.0,43.32,2019,12,26,17500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
은탑빌라,11200,성수동1가,463-10,1996,3.0,50.95,2019,12,27,16000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
다솜가,11200,성수동1가,685-251,2001,2.0,39.61,2019,12,27,24000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
럭키하우스,11200,성수동1가,613-24,2003,4.0,39.16,2019,12,27,24000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
대성하이츠빌라,11200,성수동1가,668-2,1990,2.0,68.5,2019,12,31,34000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
현대골드타운3동,11200,성수동1가,656-330,1992,1.0,61.3,2020,1,2,32000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
자양빌라,11200,성수동1가,656-329,1987,3.0,67.35,2020,1,3,29000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
베스트하우스,11200,성수동1가,656-1080,2017,3.0,28.425,2020,1,3,20000,20,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
베스트하우스,11200,성수동1가,656-1080,2017,3.0,28.425,2020,1,3,20000,20,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
위더스하임Ⅱ,11200,성수동1가,33-78,2015,2.0,26.85,2020,1,6,4000,70,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뉴캐슬빌,11200,성수동1가,168,2006,3.0,77.38,2020,1,6,19000,20,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(317-0),11200,성수동1가,317,2006,5.0,47.7,2020,1,7,3050,60,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(317-0),11200,성수동1가,317,2006,5.0,36.24,2020,1,8,13000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수빌라(276-20),11200,성수동1가,276-20,2006,3.0,49.97,2020,1,9,18900,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(317-0),11200,성수동1가,317,2006,3.0,74.64,2020,1,10,2000,100,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲다세대오피스텔,11200,성수동1가,656-28,2013,4.0,29.72,2020,1,10,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
민락맨션,11200,성수동1가,656-1576,1983,1.0,48.69,2020,1,10,15000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
청호서울숲뜨레피움오피스텔,11200,성수동1가,13-163,2018,8.0,16.38,2020,1,11,19000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
신성연립,11200,성수동1가,685-260,1978,1.0,81.22,2020,1,11,22000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뉴캐슬빌2,11200,성수동1가,331,2006,4.0,57.09,2020,1,11,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
유성연립,11200,성수동1가,656-372,1978,2.0,62.31,2020,1,15,14000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
위더스하임Ⅱ,11200,성수동1가,33-78,2015,2.0,27.49,2020,1,15,21000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲다세대오피스텔,11200,성수동1가,656-28,2013,2.0,52.51,2020,1,15,28000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
그레이스힐,11200,성수동1가,656-1106,2012,3.0,15.15,2020,1,18,10500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
청호서울숲뜨레피움오피스텔,11200,성수동1가,13-163,2018,6.0,19.73,2020,1,18,6000,60,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲한양리버,11200,성수동1가,656-1170,2018,5.0,29.48,2020,1,18,5000,77,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
신성연립,11200,성수동1가,685-260,1978,2.0,81.23,2020,1,19,28500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
부용연립(656-1264),11200,성수동1가,656-1264,1981,2.0,57.32,2020,1,21,1000,50,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
무진그랑빌,11200,성수동1가,451-1,2007,3.0,51.91,2020,1,21,12000,20,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
공영연립,11200,성수동1가,656-243,1979,2.0,63.74,2020,1,30,18000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
프라임27B,11200,성수동1가,656-2002,2015,5.0,22.66,2020,1,30,12100,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동원빌라,11200,성수동1가,685-252,1986,1.0,54.36,2020,2,6,18000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
럭키하우스,11200,성수동1가,613-24,2003,2.0,57.24,2020,2,6,1000,90,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
그레이스힐,11200,성수동1가,656-1106,2012,5.0,17.5,2020,2,7,3000,40,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
진흥로얄빌라A동,11200,성수동1가,236-1,1991,1.0,59.7,2020,2,8,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
강변성수빌라,11200,성수동1가,449-1,1997,2.0,48.8,2020,2,8,17000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-143),11200,성수동1가,13-143,2019,4.0,37.25,2020,2,11,24000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲(35-2),11200,성수동1가,35-2,2007,4.0,84.85,2020,2,12,28000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲(35-2),11200,성수동1가,35-2,2007,4.0,84.85,2020,2,12,28000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
자양빌라,11200,성수동1가,656-329,1987,3.0,67.35,2020,2,13,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-143),11200,성수동1가,13-143,2019,2.0,27.69,2020,2,14,2000,70,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뚝섬리치빌A동,11200,성수동1가,656-1041,2017,5.0,28.89,2020,2,14,25700,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
유성연립,11200,성수동1가,656-372,1978,1.0,62.31,2020,2,16,14000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-373),11200,성수동1가,656-373,2012,4.0,12.0,2020,2,20,1000,48,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲다세대오피스텔,11200,성수동1가,656-28,2013,3.0,52.51,2020,2,21,28000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
강변성수빌라,11200,성수동1가,449-1,1997,1.0,43.74,2020,2,22,6500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
진흥로얄빌라B동,11200,성수동1가,236-12,1992,2.0,39.57,2020,2,25,18000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
럭키하우스,11200,성수동1가,613-24,2003,2.0,54.89,2020,2,26,4000,105,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(98-2),11200,성수동1가,98-2,1993,2.0,26.85,2020,2,26,6000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-126),11200,성수동1가,656-126,2008,3.0,83.39,2020,2,27,30000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-126),11200,성수동1가,656-126,2008,3.0,83.39,2020,2,27,30000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
공영연립,11200,성수동1가,656-243,1979,2.0,73.42,2020,2,27,10000,60,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲파크뷰,11200,성수동1가,413-1,2006,5.0,84.9,2020,2,27,29000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
은하빌라,11200,성수동1가,190,2006,3.0,61.2,2020,2,28,23000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
은탑빌라,11200,성수동1가,463-10,1996,1.0,51.85,2020,2,28,10000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
은하빌라,11200,성수동1가,190,2006,3.0,61.2,2020,2,28,23000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뉴캐슬빌2,11200,성수동1가,331,2006,3.0,69.78,2020,2,29,22000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뚝섬리치빌B동,11200,성수동1가,656-1040,2017,3.0,28.44,2020,3,2,24900,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
유성연립,11200,성수동1가,656-372,1978,1.0,62.31,2020,3,6,24000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동광궁전그린빌C,11200,성수동1가,33-6,2003,2.0,75.6,2020,3,7,35000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뚝섬리치빌C동,11200,성수동1가,656-314,2017,4.0,28.28,2020,3,7,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뚝섬리치빌B동,11200,성수동1가,656-1040,2017,3.0,26.42,2020,3,11,24500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
