연립다세대,지역코드,법정동,지번,건축년도,층,전용면적,년,월,일,보증금액,월세금액,계약구분,계약기간,갱신요구권사용,종전계약보증금,종전계약월세,위도,경도,가까운역,가까운역과의 거리
신안맨션B동,11200,성수동2가,269-205,1983,3.0,56.11,2020,7,27,8000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
파크빌라B동,11200,성수동2가,216-25,2003,2.0,61.68,2020,7,27,10000,65,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수보람빌라(299-51),11200,성수동2가,299-51,2011,2.0,27.26,2020,7,28,1000,45,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌씨동,11200,성수동2가,299-174,2016,4.0,29.79,2020,7,30,24000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌씨동,11200,성수동2가,299-174,2016,3.0,46.34,2020,8,1,31500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(321-81),11200,성수동2가,321-81,2004,4.0,60.32,2020,8,1,22000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
진주타운,11200,성수동2가,590-1,1983,1.0,47.52,2020,8,3,18000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
오페라하우스,11200,성수동2가,299-80,2015,4.0,44.28,2020,8,4,32000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수보람빌라(299-51),11200,성수동2가,299-51,2011,2.0,19.11,2020,8,4,1000,45,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수보람빌라(299-51),11200,성수동2가,299-51,2011,4.0,27.26,2020,8,5,2000,40,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
럭스빌,11200,성수동2가,289-244,2012,2.0,17.8,2020,8,5,2000,50,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
명품빌리지,11200,성수동2가,321-64,2012,4.0,29.04,2020,8,5,20000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
제성아트빌B동,11200,성수동2가,484,1993,2.0,45.07,2020,8,6,19000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
금강빌라,11200,성수동2가,224-6,1995,1.0,26.28,2020,8,8,1500,22,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌비동,11200,성수동2가,299-175,2016,4.0,29.88,2020,8,8,23500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
대보빌라(B동),11200,성수동2가,299-247,1994,3.0,57.79,2020,8,8,21000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수보람빌라(299-51),11200,성수동2가,299-51,2011,4.0,19.11,2020,8,10,1000,45,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
강변빌라트,11200,성수동2가,216-23,2003,3.0,64.85,2020,8,11,23000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌비동,11200,성수동2가,299-175,2016,6.0,29.88,2020,8,11,24000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌씨동,11200,성수동2가,299-174,2016,6.0,29.88,2020,8,12,22000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
파크빌라A동,11200,성수동2가,216-24,2003,3.0,63.12,2020,8,17,22000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
송보파인빌,11200,성수동2가,299-168,2017,5.0,15.3317,2020,8,17,2000,60,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성신팰리스,11200,성수동2가,299-221,2018,3.0,52.69,2020,8,18,42000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
정안맨션6차,11200,성수동2가,269-236,1985,2.0,54.0,2020,8,19,10000,60,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
일승빌라,11200,성수동2가,309-50,1984,2.0,48.6,2020,8,21,22000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌디동,11200,성수동2가,299-178,2016,6.0,28.16,2020,8,22,22500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
대명아트빌,11200,성수동2가,289-162,2020,2.0,28.66,2020,8,25,21500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
대명아트빌,11200,성수동2가,289-162,2020,2.0,27.31,2020,8,26,22500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
현대빌라,11200,성수동2가,391-5,1993,1.0,39.33,2020,8,26,12000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
진주타운,11200,성수동2가,590-1,1983,1.0,47.52,2020,8,28,13000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
정안맨션6차,11200,성수동2가,269-236,1985,2.0,54.0,2020,8,28,20000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
대명아트빌,11200,성수동2가,289-162,2020,4.0,29.94,2020,8,28,29000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
대명아트빌,11200,성수동2가,289-162,2020,5.0,29.94,2020,8,28,29000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
대명아트빌,11200,성수동2가,289-162,2020,3.0,27.31,2020,8,28,23000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
에덴빌,11200,성수동2가,299-82,2014,3.0,14.85,2020,8,29,8400,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
라온누리,11200,성수동2가,315-44,2012,4.0,28.583,2020,8,31,14000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
SS성수쉐르빌,11200,성수동2가,269-105,2018,7.0,48.73,2020,8,31,10000,90,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
대명아트빌,11200,성수동2가,289-162,2020,6.0,29.94,2020,9,1,29000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
정안맨션3차,11200,성수동2가,265-4,1983,1.0,50.94,2020,9,2,2000,70,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(321-52),11200,성수동2가,321-52,2012,4.0,18.43,2020,9,2,1000,50,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
홍익주택1차,11200,성수동2가,268-5,1989,3.0,57.6,2020,9,2,20000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
그루빌1차,11200,성수동2가,289-198,2016,3.0,27.21,2020,9,3,19950,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
대명아트빌,11200,성수동2가,289-162,2020,5.0,29.94,2020,9,3,29000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(289-73),11200,성수동2가,289-73,2002,3.0,55.98,2020,9,4,12000,12,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
대명아트빌,11200,성수동2가,289-162,2020,4.0,29.94,2020,9,9,29000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
정안맨션7차,11200,성수동2가,269-9,1986,3.0,63.18,2020,9,11,20000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(299-29),11200,성수동2가,299-29,2016,3.0,29.975,2020,9,13,26000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
장한빌라,11200,성수동2가,299-227,2019,3.0,23.53,2020,9,14,2000,80,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
진성빌라B,11200,성수동2가,634-1,1992,1.0,45.09,2020,9,15,13000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
신안맨션A동,11200,성수동2가,269-207,1983,1.0,52.01,2020,9,16,18000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
파크빌라A동,11200,성수동2가,216-24,2003,3.0,63.12,2020,9,17,22000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(321-92),11200,성수동2가,321-92,2012,5.0,19.4,2020,9,17,11000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수연립,11200,성수동2가,572-7,1978,1.0,53.32,2020,9,19,11000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(299-29),11200,성수동2가,299-29,2016,5.0,29.9725,2020,9,19,25200,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
OnCampus,11200,성수동2가,269-107,1989,3.0,19.35,2020,9,21,8000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
다온하우스,11200,성수동2가,299-163,2016,4.0,34.15,2020,9,22,9000,60,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(338-4),11200,성수동2가,338-4,1985,2.0,65.52,2020,9,26,20000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수빌리지A동,11200,성수동2가,255-4,2017,6.0,29.82,2020,9,28,23500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
그루빌2차,11200,성수동2가,289-167,2016,5.0,28.6,2020,9,29,24150,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
서정팰리스,11200,성수동2가,299-150,2017,3.0,29.76,2020,9,29,1000,50,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌디동,11200,성수동2가,299-178,2016,4.0,28.16,2020,10,6,4000,75,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
대명아트빌,11200,성수동2가,289-162,2020,6.0,29.94,2020,10,7,29000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌디동,11200,성수동2가,299-178,2016,3.0,28.63,2020,10,8,22000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
진주타운,11200,성수동2가,590-1,1983,1.0,49.68,2020,10,8,25000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(289-203),11200,성수동2가,289-203,2016,3.0,22.84,2020,10,9,21500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
라온누리,11200,성수동2가,315-44,2012,3.0,13.147,2020,10,10,3000,27,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
백송아트빌,11200,성수동2가,299-167,2017,5.0,29.1375,2020,10,15,3000,84,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
하나빌리지,11200,성수동2가,321-58,2012,3.0,29.57,2020,10,17,4000,55,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성동상가,11200,성수동2가,336-2,1978,3.0,43.97,2020,10,20,9450,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(301-86),11200,성수동2가,301-86,2012,3.0,18.02,2020,10,20,1000,47,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(299-29),11200,성수동2가,299-29,2016,6.0,29.975,2020,10,20,23500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
정안맨션6차,11200,성수동2가,269-236,1985,3.0,51.3,2020,10,22,1000,60,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
서진가동,11200,성수동2가,416-4,2000,1.0,57.16,2020,10,23,3000,65,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌디동,11200,성수동2가,299-178,2016,5.0,28.16,2020,10,24,26700,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
SS성수쉐르빌,11200,성수동2가,269-105,2018,4.0,51.94,2020,10,29,30000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
그루빌1차,11200,성수동2가,289-198,2016,4.0,27.21,2020,10,30,23000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수보람빌라(299-51),11200,성수동2가,299-51,2011,4.0,24.62,2020,11,2,2000,50,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
서진가동,11200,성수동2가,416-4,2000,-1.0,62.66,2020,11,2,14500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
태성연립,11200,성수동2가,289-304,1978,2.0,59.27,2020,11,2,23500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
정안맨션8차,11200,성수동2가,269-13,1986,1.0,49.23,2020,11,4,3000,50,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(299-177),11200,성수동2가,299-177,2016,3.0,28.42,2020,11,4,21000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
세움빌라트,11200,성수동2가,591-10,2007,4.0,38.28,2020,11,4,3000,65,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
프라임51,11200,성수동2가,289-82,2017,3.0,27.74,2020,11,7,23000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(321-52),11200,성수동2가,321-52,2012,4.0,25.56,2020,11,11,3000,66,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(299-177),11200,성수동2가,299-177,2016,6.0,29.67,2020,11,12,23000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수빌라(331-171),11200,성수동2가,331-171,2006,3.0,28.86,2020,11,15,10000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌디동,11200,성수동2가,299-178,2016,5.0,28.63,2020,11,19,23000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
에덴빌,11200,성수동2가,299-82,2014,2.0,16.91,2020,11,20,10000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
서신팰리스,11200,성수동2가,299-194,2014,4.0,29.84,2020,11,20,2000,65,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌디동,11200,성수동2가,299-178,2016,4.0,28.63,2020,11,20,24000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
에덴빌,11200,성수동2가,299-82,2014,3.0,14.21,2020,11,24,8900,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(299-177),11200,성수동2가,299-177,2016,4.0,29.24,2020,11,24,22500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
백송아트빌,11200,성수동2가,299-167,2017,6.0,29.1375,2020,11,27,23000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
그루빌2차,11200,성수동2가,289-167,2016,4.0,16.93,2020,11,28,13650,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
정안맨션7차,11200,성수동2가,269-9,1986,2.0,51.57,2020,11,28,13500,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
우일빌라,11200,성수동2가,19-20,2004,4.0,71.55,2020,11,28,1000,70,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
명품빌리지,11200,성수동2가,321-64,2012,3.0,18.15,2020,11,30,12000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
송보파인빌,11200,성수동2가,299-168,2017,6.0,15.3317,2020,12,1,2000,60,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
장안타운,11200,성수동2가,269-28,1982,2.0,49.92,2020,12,4,43000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(299-177),11200,성수동2가,299-177,2016,3.0,29.67,2020,12,4,23000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌비동,11200,성수동2가,299-175,2016,4.0,29.97,2020,12,5,25200,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(299-29),11200,성수동2가,299-29,2016,3.0,29.8475,2020,12,5,24150,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
정안맨션7차,11200,성수동2가,269-9,1986,1.0,51.57,2020,12,7,20000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
정안맨션7차,11200,성수동2가,269-9,1986,1.0,51.57,2020,12,7,20000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(299-177),11200,성수동2가,299-177,2016,3.0,29.24,2020,12,9,24000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
정안맨션5차2동,11200,성수동2가,231-11,1984,2.0,53.37,2020,12,9,22000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
321-61,11200,성수동2가,321-61,2017,4.0,25.88,2020,12,9,22000,1,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
그루빌1차,11200,성수동2가,289-198,2016,5.0,27.21,2020,12,10,24150,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
에덴빌,11200,성수동2가,299-82,2014,2.0,14.21,2020,12,10,8900,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수빌라(700-2),11200,성수동2가,700-2,1996,4.0,36.84,2020,12,14,2100,66,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수리치빌디동,11200,성수동2가,299-178,2016,4.0,28.16,2020,12,14,23000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수빌라(375-0),11200,성수동2가,375,1984,3.0,62.01,2020,12,18,14700,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수빌라(331-171),11200,성수동2가,331-171,2006,3.0,20.6,2020,12,19,5000,1,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
대보빌라(C동),11200,성수동2가,299-248,1994,3.0,57.52,2020,12,19,19000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
유원연립,11200,성수동2가,645-1,1983,1.0,39.0,2020,12,22,7000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(321-56),11200,성수동2가,321-56,2012,4.0,27.79,2020,12,23,1000,70,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
성수연립,11200,성수동2가,572-7,1978,2.0,53.32,2020,12,27,15000,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
세움빌라,11200,성수동2가,648-1,2003,2.0,39.93,2020,12,30,14700,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
에덴빌,11200,성수동2가,299-82,2014,3.0,16.91,2020,12,31,2000,17,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
(299-177),11200,성수동2가,299-177,2016,3.0,28.42,2021,1,2,22050,0,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
진주타운,11200,성수동2가,590-1,1983,2.0,47.52,2021,1,2,5000,60,,,,,,37.541123,127.056125,성수역[2호선],0.3839609281246674
